sample_id,domain,role_family,target_role,competency,question,answer,role_relevance,star_structure,evidence_specificity,technical_accuracy,communication_clarity,self_awareness,evidence_level,weakness_tags,need_clarification,clarification_type,final_score_0_100,final_score_0_1,quality_label,has_tool,has_metric,has_impact,has_action,has_context,answer_length_words
AQD-26180B,Information & Technology,Data & AI,AI Engineer,Teamwork & Collaboration,Ceritakan pengalamanmu saat harus bekerja sama dalam tim untuk menyelesaikan sebuah proyek IT. Apa peran spesifikmu dan bagaimana kamu menangani perbedaan pendapat jika ada?,"Dalam sebuah proyek IT, kerja sama tim adalah fondasi utama untuk mencapai keberhasilan yang optimal. Menurut teori pengembangan perangkat lunak, kolaborasi yang baik melibatkan komunikasi antar personal yang efektif dan pembagian tugas yang terstruktur. Peran spesifik saya biasanya adalah sebagai kolaborator yang menjembatani komunikasi antar anggota tim. Jika terjadi perbedaan pendapat, saya akan menerapkan prinsip musyawarah untuk mufakat dengan melakukan pendekatan objektif berdasarkan literatur dan standar operasional prosedur yang berlaku di industri. Saya percaya bahwa dengan mengedepankan profesionalisme dan mengesampingkan ego pribadi, setiap konflik pendapat dapat diselesaikan dengan cara yang logis dan sistematis agar tujuan proyek tetap tercapai sesuai dengan jadwal yang telah ditetapkan.",30,20,20,40,50,30,1,context_missing;contribution_unclear;star_structure_missing;measurable_result_missing;impact_missing,True,context,29.5,0.295,Weak,0,0,0,0,0,104
AQD-872F05,Information & Technology,Data & AI,AI Engineer,Teamwork & Collaboration,Ceritakan pengalamanmu saat harus bekerja sama dalam tim untuk menyelesaikan sebuah proyek IT. Apa peran spesifikmu dan bagaimana kamu menangani perbedaan pendapat jika ada?,"Dalam proyek terakhir kami untuk membangun sistem otomatisasi data, saya berperan sebagai pengembang utama. Saat itu ada perbedaan pendapat soal integrasi API. Saya merasa tim sudah cukup kompak karena selama proyek berjalan, tingkat kehadiran anggota tim mencapai 95 persen setiap harinya, jadi komunikasi seharusnya tidak ada masalah. Saya menangani perbedaan pendapat dengan mengajak tim makan siang bersama untuk mencairkan suasana agar kami bisa mencapai kesepakatan. Kami akhirnya berhasil menyelesaikan proyek tersebut tepat waktu dan fitur tersebut bisa digunakan dengan baik oleh pengguna.",40,60,50,30,70,50,3,role_relevance_low;technical_detail_missing;measurable_result_missing,True,role_relevance,48.5,0.485,Average,0,1,1,1,1,82
AQD-E89A38,Information & Technology,Data & AI,AI Engineer,Teamwork & Collaboration,Ceritakan pengalamanmu saat harus bekerja sama dalam tim untuk menyelesaikan sebuah proyek IT. Apa peran spesifikmu dan bagaimana kamu menangani perbedaan pendapat jika ada?,"Dalam proyek terakhir saya, tim kami ditugaskan untuk membangun pipeline NLP untuk otomatisasi klasifikasi dokumen internal yang saat itu masih manual. Sebagai AI Engineer, peran spesifik saya adalah mendesain arsitektur model dan mengintegrasikan model BERT ke dalam alur kerja sistem. Saat itu, muncul perbedaan pendapat yang cukup tajam dengan tim Data Engineering mengenai pendekatan pre-processing data; mereka ingin menggunakan pendekatan berbasis aturan (rule-based) karena kecepatan, sementara saya bersikeras menggunakan embedding vektor untuk akurasi jangka panjang. Untuk menanganinya, saya mengusulkan 'A/B testing' kecil selama dua hari. Saya menyiapkan benchmark untuk kedua metode tersebut. Setelah melihat hasil data di mana metode embedding memberikan akurasi 94% dibandingkan 72% dari metode rule-based, tim sepakat untuk menggunakan arsitektur saya namun dengan optimasi latensi menggunakan ONNX Runtime agar kebutuhan infrastruktur mereka tetap terpenuhi. Hasil akhirnya sangat signifikan: sistem ini berhasil mengurangi waktu pemrosesan dokumen dari 4 jam menjadi hanya 15 menit per batch, serta meningkatkan akurasi klasifikasi sebesar 22%, yang pada akhirnya menghemat biaya operasional tim back-office sebesar 35% per kuartal.",95,98,95,92,95,90,5,,False,none,94.65,0.9465,Strong,1,1,1,1,1,165
AQD-9F664C,Information & Technology,Data & AI,AI Engineer,Adaptability & Problem Solving,Pernahkah kamu menghadapi situasi di mana spesifikasi proyek tiba-tiba berubah padahal tenggat waktu sudah dekat? Ceritakan bagaimana kamu merespons dan menyelesaikannya.,"Ya, saya pernah berada dalam dinamika pengembangan yang sangat fluktuatif di mana parameter spesifikasi teknis mengalami reposisi fundamental saat fase implementasi hampir mencapai terminal deadline. Dalam konteks rekayasa kecerdasan buatan, kita memahami bahwa skalabilitas model dan integrasi arsitektur neural networks seringkali bersinggungan dengan batasan komputasi yang dinamis. Saat itu terjadi, saya melakukan analisis mendalam mengenai bagaimana latency pada inferensi model dapat dioptimalkan dengan mempertimbangkan bottleneck pada pipeline data. Saya mencoba mengevaluasi berbagai algoritma, termasuk penggunaan transformer-based models dan optimasi hyperparameter untuk memastikan bahwa efisiensi tetap terjaga meskipun terjadi pergeseran prioritas dari pihak stakeholder. Saya menghabiskan banyak waktu untuk mendokumentasikan setiap perubahan parameter agar konsistensi sistem tetap terjamin dalam ekosistem yang kompleks. Fokus saya adalah pada pemahaman teoritis mengenai degradasi model jika kita melakukan pergeseran beban kerja secara instan tanpa melakukan re-training yang komprehensif. Saya juga berdiskusi secara mendalam tentang bagaimana batasan-batasan dalam deployment microservices dapat mempengaruhi performa akhir. Sangat penting bagi seorang AI Engineer untuk memahami bahwa fleksibilitas dalam menanggapi ambiguitas spesifikasi adalah krusial untuk menjaga integritas struktural sistem, meskipun pada saat itu transisi yang terjadi sangatlah menantang secara konseptual. Saya yakin dengan pendekatan teoretis yang kuat dan pemahaman mendalam tentang siklus hidup pengembangan software, tantangan tersebut dapat dimitigasi dalam kerangka kerja yang lebih besar.",40,20,20,50,30,30,1,contribution_unclear;impact_missing;measurable_result_missing;star_structure_missing;communication_unclear,True,contribution,31.5,0.315,Weak,0,0,0,0,1,205
AQD-34E629,Information & Technology,Data & AI,AI Engineer,Adaptability & Problem Solving,Pernahkah kamu menghadapi situasi di mana spesifikasi proyek tiba-tiba berubah padahal tenggat waktu sudah dekat? Ceritakan bagaimana kamu merespons dan menyelesaikannya.,"Ya, tentu saja. Waktu itu saya sedang mengerjakan model klasifikasi untuk klien besar. Tiba-tiba di H-3 minggu sebelum deadline, mereka minta perubahan total pada scope fitur. Tapi saya tetap tenang. Saya fokus memastikan tim saya tetap hadir tepat waktu setiap pagi, dan saya berhasil meningkatkan tingkat presensi tim dari 70% menjadi 95% selama masa krusial itu. Meskipun secara teknis arsitekturnya agak berantakan karena perubahan mendadak, saya bangga karena dengan tingkat kehadiran yang tinggi, kami berhasil menyelesaikan proyeknya meski tidak sempat mendokumentasikan perubahan kodenya secara rinci.",40,60,60,30,80,50,3,role_relevance_low;technical_detail_missing;measurable_result_missing,True,role_relevance,51.5,0.515,Average,0,1,1,1,1,85
AQD-DEE0C6,Information & Technology,Data & AI,AI Engineer,Adaptability & Problem Solving,Pernahkah kamu menghadapi situasi di mana spesifikasi proyek tiba-tiba berubah padahal tenggat waktu sudah dekat? Ceritakan bagaimana kamu merespons dan menyelesaikannya.,"Pernah, pas H-3 deadline model LLM kami minta ganti arsitektur. Saya sadar nggak mungkin latih ulang dari nol, tapi saya coba pakai teknik LoRA buat fine-tuning cepat. Terus saya pangkas dataset validasi biar fokus ke skenario krusial aja. Hasilnya, model tetap akurat 92% dan kita bisa rilis tepat waktu. Intinya sih, saya pilih efisiensi daripada kesempurnaan teknis saat itu, yang penting metrik utamanya tercapai tanpa nambah resource tambahan.",95,90,95,95,90,85,5,,False,none,92.5,0.925,Strong,1,1,1,1,1,68
AQD-16BA42,Information & Technology,Data & AI,AI Engineer,Resilience & Handling Failure,"Di dunia IT, bikin error atau sistem nge-bug itu hal biasa. Coba ceritakan satu pengalamanmu saat melakukan kesalahan cukup fatal di sebuah project. Apa yang kamu lakukan untuk memperbaikinya?","Baik, terima kasih atas pertanyaannya. Jika kita berbicara mengenai lanskap pengembangan sistem kecerdasan buatan, terutama dalam konteks arsitektur pipeline pemrosesan data berskala besar, fenomena anomali atau bug merupakan derivasi logis dari kompleksitas integrasi sistem yang heterogen. Saya ingat pernah terlibat dalam sebuah inisiatif di mana kami melakukan implementasi model deep learning pada environment produksi. Pada saat itu, terjadi deviasi performa pada sistem inferensi yang menyebabkan latensi meningkat secara eksponensial. Secara teoretis, hal ini bisa disebabkan oleh ketidaksiapan infrastruktur dalam menangani beban konkurensi, atau mungkin ada miskonfigurasi pada load balancer, atau bahkan adanya masalah pada manajemen memori di level container orchestration yang kami gunakan. Saya kemudian menghabiskan banyak waktu melakukan dekonstruksi terhadap log sistem, menelaah kembali dokumentasi teknis, dan berdiskusi dengan tim infrastruktur untuk memetakan arsitektur microservices kami agar lebih resilient. Kami melakukan pendekatan holistik dengan meninjau ulang protokol komunikasi antar modul untuk memastikan bahwa tidak ada deadlock yang terjadi di dalam pipeline. Kami juga mempertimbangkan penggunaan berbagai framework pemantauan pihak ketiga untuk melakukan observabilitas yang lebih granular. Secara keseluruhan, proses ini memberikan perspektif baru tentang betapa krusialnya sinkronisasi antara lapisan aplikasi dan layer infrastruktur, serta pentingnya mitigasi risiko sejak fase desain awal agar sistem dapat beroperasi secara optimal dalam jangka panjang.",40,20,20,30,30,30,1,star_structure_missing;contribution_unclear;impact_missing;measurable_result_missing;communication_unclear,True,structure,28.5,0.285,Weak,0,0,0,0,1,201
AQD-43442B,Information & Technology,Data & AI,AI Engineer,Resilience & Handling Failure,"Di dunia IT, bikin error atau sistem nge-bug itu hal biasa. Coba ceritakan satu pengalamanmu saat melakukan kesalahan cukup fatal di sebuah project. Apa yang kamu lakukan untuk memperbaikinya?","Saya pernah menghadapi insiden kritis saat mendeploy pipeline inferensi LLM ke environment produksi. Saat itu, saya melakukan kesalahan konfigurasi pada parameter quantization di model base-nya yang mengakibatkan memory leak pada VRAM GPU setelah dua jam uptime. Untuk menanganinya, saya segera menginisiasi rollback ke versi container sebelumnya menggunakan strategi blue-green deployment melalui Kubernetes cluster. Kemudian, saya melakukan deep inspection pada log runtime di Grafana dan melakukan profil ulang pada library bitsandbytes yang kami gunakan, serta mengonfigurasi ulang limit resource pada manifest YAML agar proses garbage collection lebih efisien.",85,60,75,80,70,50,3,impact_missing;measurable_result_missing;star_structure_missing,True,impact,72.25,0.7225,Average,1,0,0,1,1,87
AQD-04FC33,Information & Technology,Data & AI,AI Engineer,Resilience & Handling Failure,"Di dunia IT, bikin error atau sistem nge-bug itu hal biasa. Coba ceritakan satu pengalamanmu saat melakukan kesalahan cukup fatal di sebuah project. Apa yang kamu lakukan untuk memperbaikinya?","Saya pernah membuat kesalahan fatal saat menerapkan model klasifikasi gambar untuk sistem otomasi gudang. Saya kurang teliti dalam melakukan pembersihan data pelatihan, sehingga model mengalami bias yang membuat sistem salah mengidentifikasi stok barang rusak menjadi barang layak jual. Dampaknya cukup serius karena pengiriman barang ke pelanggan terhambat dan tim operasional sempat kewalahan. Begitu menyadari bug tersebut, saya segera menghentikan deployment dan melakukan roll back ke versi stabil. Saya kemudian melakukan audit menyeluruh pada dataset dan menambahkan teknik augmentasi data untuk menyeimbangkan kelas yang bias. Setelah itu, saya membangun pipeline pengujian otomatis yang lebih ketat agar anomali data seperti itu terdeteksi sebelum masuk ke tahap produksi. Akhirnya, sistem kembali beroperasi dengan tingkat akurasi yang jauh lebih baik dan mendapat apresiasi dari pihak direksi karena respons kami yang cepat dalam memulihkan operasional bisnis.",95,95,90,90,95,90,5,,False,none,92.75,0.9275,Strong,1,0,1,1,1,131
AQD-8B5D2E,Information & Technology,Data & AI,AI Engineer,Communication & Empathy,"Ceritakan momen di mana kamu harus menjelaskan istilah teknis yang sangat rumit kepada orang awam (seperti dosen penguji, klien, atau teman beda jurusan). Bagaimana caramu memastikannya paham?","Ehh, itu emm, pernah sih waktu dulu. Jadi klien saya nanya soal apa ya, neural network gitu kan. Ya saya jelasin aja kalau itu kayak otak manusia, terus ya... mereka ngangguk-ngangguk aja sih. Saya bingung juga mau jelasin teknisnya gimana lagi karena emang rumit kan. Ya udah, yang penting mereka paham dikit-dikit lah ya, ehh, ya pokoknya gitu aja sih kak saya jelasinnya.",30,20,20,20,30,20,1,communication_unclear;star_structure_missing;technical_detail_missing;impact_missing,True,clarity,23.5,0.235,Weak,0,0,0,0,1,63
AQD-D2B5EA,Information & Technology,Data & AI,AI Engineer,Communication & Empathy,"Ceritakan momen di mana kamu harus menjelaskan istilah teknis yang sangat rumit kepada orang awam (seperti dosen penguji, klien, atau teman beda jurusan). Bagaimana caramu memastikannya paham?","Waktu itu saya pernah harus jelasin konsep model RAG atau Retrieval-Augmented Generation ke klien saya yang sama sekali nggak paham soal AI. Mereka bingung kenapa jawabannya bisa berubah-ubah, jadi saya pakai analogi perpustakaan. Saya bilang, kalau AI biasa itu kayak orang yang hafalan bukunya terbatas, nah RAG ini kayak ngasih mereka akses ke pustakawan yang bisa bukain buku referensi sesuai pertanyaan klien. Saya kasih contoh skenario simpel supaya mereka kebayang alurnya. Ya, akhirnya kliennya jadi lebih ngerti kenapa sistem ini butuh waktu buat narik data dari database mereka dulu sebelum kasih jawaban. Cuma ya gitu, saya memang fokus ngejelasin analoginya aja, jadi nggak sempat ngeliat lagi dampaknya ke performa sistem atau seberapa puas mereka secara angka setelah penjelasan itu.",70,65,75,70,70,60,3,measurable_result_missing;impact_missing;star_structure_missing,True,metric,69.0,0.69,Average,0,0,0,1,1,119
AQD-D81514,Information & Technology,Data & AI,AI Engineer,Communication & Empathy,"Ceritakan momen di mana kamu harus menjelaskan istilah teknis yang sangat rumit kepada orang awam (seperti dosen penguji, klien, atau teman beda jurusan). Bagaimana caramu memastikannya paham?","Tentu, saya punya pengalaman menarik saat harus menjelaskan implementasi arsitektur RAG (Retrieval-Augmented Generation) kepada klien non-teknis kami di sebuah perusahaan logistik. Waktu itu, klien bingung mengapa mereka membutuhkan 'vector database' dan 'embedding model' dibandingkan sekadar mencari kata kunci di database SQL biasa. Untuk konteksnya, mereka kesulitan mencari kebijakan operasional dari ribuan PDF yang tidak terstruktur. Langkah pertama yang saya ambil (Action) adalah menghindari istilah teknis 'vector embedding'. Saya menggunakan analogi 'perpustakaan cerdas': saya jelaskan bahwa sistem tradisional hanya mencari 'judul buku' yang sama persis, sedangkan sistem kami memahami 'makna' dari isi dokumen tersebut, seperti pustakawan yang tahu persis apa yang Anda cari meski Anda tidak tahu judul bukunya. Saya kemudian mendemonstrasikan visualisasi clustering data di papan tulis untuk menunjukkan bagaimana konsep yang mirip dikelompokkan berdekatan. Saya juga memastikan mereka paham dengan meminta mereka memberikan skenario pertanyaan yang paling sulit, lalu saya tunjukkan bagaimana sistem kami menangkap maksud (intent) tersebut. Hasilnya sangat signifikan (Impact): tingkat akurasi jawaban sistem meningkat dari 45% menjadi 92% setelah mereka menyetujui implementasi arsitektur tersebut, dan yang paling krusial, durasi waktu yang dibutuhkan staf operasional untuk menemukan informasi krusial berkurang sebesar 70%, dari 15 menit per pencarian menjadi kurang dari 2 menit saja.",95,100,95,90,95,90,5,,False,none,94.75,0.9475,Strong,1,1,1,1,1,196
AQD-1089C2,Information & Technology,Data & AI,AI Engineer,Initiative & Ownership,"Pernahkah kamu berinisiatif memperbaiki kode, sistem, atau proses yang sebenarnya bukan tugas utamamu? Ceritakan alasannya dan apa dampak dari inisiatifmu itu.","Ya, menurut saya inisiatif adalah pilar utama dalam pengembangan perangkat lunak. Berdasarkan teori manajemen operasional, inisiatif didefinisikan sebagai tindakan proaktif untuk mengidentifikasi masalah sebelum menjadi kritis. Misalnya, jika ada kode yang tidak efisien, seharusnya pengembang tidak hanya terpaku pada deskripsi tugas, tetapi juga melakukan refaktorisasi untuk meningkatkan efisiensi waktu komputasi atau kompleksitas ruang. Dalam sebuah sistem, pemeliharaan berkelanjutan sangatlah penting. Jadi, seseorang harus selalu berusaha melakukan perbaikan demi meningkatkan kualitas sistem secara keseluruhan, karena organisasi yang baik adalah organisasi yang selalu beradaptasi dengan perubahan teknologi demi mencapai efektivitas kerja yang optimal sesuai dengan standar pengembangan yang berlaku.",30,20,10,50,60,20,1,context_missing;contribution_unclear;star_structure_missing;impact_missing;measurable_result_missing,True,context,29.0,0.29,Weak,0,0,0,0,0,97
AQD-1D8151,Information & Technology,Data & AI,AI Engineer,Initiative & Ownership,"Pernahkah kamu berinisiatif memperbaiki kode, sistem, atau proses yang sebenarnya bukan tugas utamamu? Ceritakan alasannya dan apa dampak dari inisiatifmu itu.","Pernah sih, waktu itu saya lagi ngerjain pipeline data. Terus saya perhatiin sistem deployment kita tuh masih manual banget dan sering error kalau mau update model baru. Sebenernya tugas saya di situ cuma fokus ke model training-nya aja, bukan ke pipeline deployment. Tapi karena saya ngerasa ini buang-buang waktu tim tiap mau rilis, akhirnya saya coba utak-atik script bash buat otomatisasi proses deployment-nya itu. Saya buat script sederhana biar build-nya jalan otomatis kalau ada commit baru ke repo. Ya, akhirnya setelah itu tim jadi nggak perlu manual lagi tiap mau push model ke server. Lumayan ngebantu sih buat nungguin proses yang tadinya lama jadi lebih efisien aja kalau dibandingin sama sebelumnya.",70,65,60,60,75,60,3,measurable_result_missing;technical_detail_missing;impact_missing,True,metric,65.0,0.65,Average,1,0,1,1,1,111
AQD-24FD2E,Information & Technology,Data & AI,AI Engineer,Initiative & Ownership,"Pernahkah kamu berinisiatif memperbaiki kode, sistem, atau proses yang sebenarnya bukan tugas utamamu? Ceritakan alasannya dan apa dampak dari inisiatifmu itu.","Saya pernah melihat masalah pada pipeline inferensi STT di tim saya. Tugas utama saya saat itu adalah pengembangan model fine-tuning, namun saya memperhatikan bahwa latensi sistem di lingkungan staging sangat tinggi, sekitar 3,5 detik per audio 10 detik. Saya melakukan investigasi mandiri dan menemukan bahwa bottleneck-nya bukan pada model, melainkan pada proses I/O dan manajemen antrean pesan di RabbitMQ yang tidak efisien. Saya berinisiatif menulis ulang skrip pipeline tersebut menggunakan FastAPI dengan pendekatan asinkron dan mengimplementasikan caching menggunakan Redis untuk permintaan yang berulang. Selain itu, saya menambahkan mekanisme batching sederhana untuk mengurangi overhead request. Hasil dari inisiatif ini sangat signifikan; kami berhasil memangkas latensi inferensi dari 3,5 detik menjadi 800 milidetik, atau sekitar 77% lebih cepat. Dampak bisnisnya, sistem kami kini mampu menangani traffic 3x lebih besar dengan resource server yang sama, dan tim operasional melaporkan penurunan error rate sebesar 40% selama jam sibuk.",95,100,95,98,95,90,5,,False,none,95.95,0.9595,Strong,1,1,1,1,1,144
AQD-8C5AE3,Information & Technology,Data & AI,AI Engineer,Self-Awareness & Growth Mindset,"Sebagai seorang junior AI Engineer, area teknis apa yang menurutmu masih menjadi kelemahan terbesarmu saat ini, dan apa rencanamu untuk memperbaikinya?","Baik, terima kasih atas pertanyaannya. Jika kita berbicara mengenai lanskap arsitektur kecerdasan buatan saat ini, sebenarnya ada spektrum yang sangat luas terkait dengan optimalisasi model dan pipeline data. Sebagai seorang AI Engineer, saya merasa bahwa pemahaman mendalam tentang integrasi infrastruktur cloud yang bersifat terdistribusi dengan paradigma komputasi serverless serta bagaimana mekanisme orkestrasi container seperti Kubernetes berinteraksi dengan alokasi resource GPU menjadi sebuah tantangan yang sangat menarik sekaligus kompleks. Saya seringkali terjebak dalam perdebatan teoretis mengenai efisiensi model inference versus throughput latency di lingkungan produksi skala besar. Belum lagi jika kita meninjau aspek interoperabilitas antara framework deep learning yang berbeda, seperti bagaimana kita melakukan konversi model dari PyTorch ke ONNX untuk kepentingan deployment di berbagai platform perangkat keras yang heterogen. Hal-hal tersebut menuntut konsentrasi tinggi karena ekosistem open-source saat ini berkembang dengan sangat cepat dan terkadang sulit bagi kita untuk menentukan metodologi mana yang paling relevan untuk jangka panjang. Saya rasa ini adalah area yang cukup krusial bagi seorang praktisi AI untuk dipahami secara komprehensif, meskipun dalam keseharian saya lebih banyak berfokus pada eksperimentasi model di notebook lingkungan lokal untuk memastikan bahwa parameter yang disetel sesuai dengan kebutuhan data yang tersedia tanpa harus memikirkan aspek skalabilitas sistem secara menyeluruh terlebih dahulu.",40,20,20,50,30,30,1,self_awareness_missing;contribution_unclear;star_structure_missing;communication_unclear;measurable_result_missing,True,reflection,31.5,0.315,Weak,0,0,0,0,1,200
AQD-FD387E,Information & Technology,Data & AI,AI Engineer,Self-Awareness & Growth Mindset,"Sebagai seorang junior AI Engineer, area teknis apa yang menurutmu masih menjadi kelemahan terbesarmu saat ini, dan apa rencanamu untuk memperbaikinya?","Terima kasih atas pertanyaannya. Sebagai junior AI Engineer, saya menyadari bahwa kelemahan terbesar saya saat ini terletak pada optimasi model untuk inferensi di edge device, khususnya dalam melakukan quantisasi model transformer. Dalam proyek terakhir, saya mencoba melakukan post-training quantization menggunakan toolkit OpenVINO dan ONNX Runtime untuk menekan latensi pada model bahasa berskala kecil. Saya melakukan observasi mendalam terhadap layer-by-layer weight pruning dan mencoba mengimplementasikan teknik int8 quantization untuk menggantikan float32 standar. Saya juga telah mendalami dokumentasi terkait TensorRT untuk akselerasi GPU pada environment NVIDIA Jetson guna memastikan model dapat berjalan di lingkungan yang constrained. Namun, saat ini saya merasa masih perlu meningkatkan pemahaman saya terkait trade-off antara akurasi model setelah quantisasi dan perolehan kecepatan pemrosesan secara keseluruhan, sehingga saya saat ini rutin mengikuti dokumentasi riset terbaru di arXiv.",70,60,75,70,70,65,3,impact_missing;measurable_result_missing;star_structure_missing,True,impact,68.5,0.685,Average,1,0,0,1,1,128
AQD-3B0992,Information & Technology,Data & AI,AI Engineer,Self-Awareness & Growth Mindset,"Sebagai seorang junior AI Engineer, area teknis apa yang menurutmu masih menjadi kelemahan terbesarmu saat ini, dan apa rencanamu untuk memperbaikinya?","Jujur, saat ini kelemahan terbesar saya adalah optimasi deployment model LLM untuk environment dengan resource terbatas, khususnya terkait efisiensi inferensi. Sebelumnya, saya sempat membangun pipeline RAG menggunakan Llama-3, namun performanya cukup berat saat berjalan di cluster Kubernetes kami yang terbatas, dengan latensi rata-rata mencapai 4,5 detik per request. Untuk memperbaikinya, saya mengambil pendekatan terstruktur. Pertama (Situation), saya menyadari bahwa model tersebut tidak optimal untuk query real-time. Kedua (Task), saya menargetkan reduksi latensi di bawah 1 detik tanpa mengorbankan akurasi secara signifikan. Ketiga (Action), saya melakukan dua hal: melakukan kuantisasi model menggunakan teknik 4-bit GPTQ dan mengimplementasikan vLLM untuk manajemen KV cache yang lebih efisien. Selain itu, saya mulai mendalami teknik tensor parallelization. Hasilnya (Result), saya berhasil memangkas latensi inferensi dari 4,5 detik menjadi 850 milidetik, atau peningkatan kecepatan sekitar 81%, sekaligus menurunkan biaya komputasi cloud bulanan sebesar 30% karena kami bisa menggunakan instance yang lebih kecil tanpa kehilangan throughput.",95,100,95,95,95,95,5,,False,none,96.0,0.96,Strong,1,1,1,1,1,149
AQD-DCE4F2,Information & Technology,Data & AI,AI Engineer,Self-Awareness & Culture Fit,Lingkungan kerja atau dinamika tim seperti apa sih yang menurutmu paling bisa bikin kamu bekerja secara maksimal?,"Saya rasa pertanyaan mengenai lingkungan kerja adalah sebuah dikotomi yang menarik untuk dibedah secara komprehensif, terutama jika kita meninjau dari perspektif integrasi sistem berbasis machine learning yang kompleks dalam ekosistem perusahaan. Secara teoritis, lingkungan kerja yang ideal bagi saya adalah sebuah entitas organisasi yang mengedepankan efisiensi operasional melalui pendekatan top-down yang terstruktur, namun tetap memberikan ruang bagi fleksibilitas dalam implementasi pipeline data, seperti penggunaan arsitektur microservices yang terdistribusi secara global. Jika kita menilik pada metodologi pengembangan perangkat lunak, saya sangat menghargai sebuah ekosistem di mana setiap komponen sistem memiliki interdependensi yang terukur, sehingga probabilitas terjadinya bottleneck dalam latensi pemrosesan data dapat diminimalisir secara signifikan. Dalam konteks AI Engineer, saya percaya bahwa dinamika tim yang paling efektif adalah yang mampu mengintegrasikan paradigma pengembangan berbasis data dengan protokol keamanan yang ketat, yang mencakup enkripsi tingkat tinggi, sinkronisasi antar server yang redundan, serta pemeliharaan model neural networks yang kontinu. Saya tidak terlalu mementingkan interaksi personal secara spesifik karena saya berfokus pada optimasi throughput dan algoritma yang efisien. Bagi saya, keberhasilan suatu tim diukur dari sejauh mana setiap node dalam sistem mampu bekerja selaras dengan spesifikasi teknis yang telah ditentukan dalam dokumentasi arsitektur sistem, tanpa harus terjebak pada narasi subjektif mengenai kebahagiaan kerja yang seringkali menjadi bias dalam evaluasi kinerja profesional di era transformasi digital ini.",35,10,15,40,25,20,1,self_awareness_missing;communication_unclear;star_structure_missing;contribution_unclear,True,reflection,24.25,0.2425,Weak,0,0,0,0,1,212
AQD-2E8AB3,Information & Technology,Data & AI,AI Engineer,Self-Awareness & Culture Fit,Lingkungan kerja atau dinamika tim seperti apa sih yang menurutmu paling bisa bikin kamu bekerja secara maksimal?,"Kalau ditanya soal lingkungan kerja, saya paling cocok di tim yang punya budaya open communication dan kolaborasi teknis yang kuat ya. Dulu waktu saya jadi AI Engineer di startup sebelumnya, kami sering banget brainstorming tiap pagi buat bahas arsitektur model NLP yang lagi dikembangin. Saya kebagian tugas buat ngoptimalin pipeline data inference-nya. Saya coba implementasiin teknik quantization biar modelnya lebih enteng pas jalan di server lokal. Kami juga pakai sistem code review yang ketat, jadi setiap ada PR, semua orang bisa kasih masukan. Saya ngerasa performa saya paling maksimal karena kita bisa langsung diskusi kalau ada bottleneck atau error, jadi masalah teknis bisa cepat ke-solve. Sayangnya, saya belum sempat liat data akhir seberapa besar penurunan latency-nya setelah perbaikan saya itu, tapi yang pasti kerasa lebih lancar aja sih di sistem internal.",75,60,70,70,80,70,3,measurable_result_missing;impact_missing;star_structure_missing,True,metric,70.25,0.7025,Average,1,0,0,1,1,131
AQD-DF3395,Information & Technology,Data & AI,AI Engineer,Self-Awareness & Culture Fit,Lingkungan kerja atau dinamika tim seperti apa sih yang menurutmu paling bisa bikin kamu bekerja secara maksimal?,"Saya paling maksimal bekerja dalam lingkungan yang memiliki transparansi tinggi dan budaya kolaborasi lintas fungsi yang erat. Sebagai contoh, di perusahaan sebelumnya, kami menghadapi tantangan integrasi model bahasa besar ke dalam sistem internal yang mengalami latensi tinggi. Dalam situasi tersebut, saya mengambil inisiatif untuk membangun jalur komunikasi terbuka antara tim data, engineering, dan produk guna menyelaraskan ekspektasi teknis. Saya mengusulkan sesi berbagi pengetahuan rutin dan sistem dokumentasi yang bisa diakses siapa saja untuk memangkas silo informasi. Tindakan ini membuat alur kerja menjadi jauh lebih lincah karena setiap anggota tim memahami batasan teknis dan tujuan bisnis secara utuh. Hasilnya, sistem kami menjadi jauh lebih stabil, minim bug integrasi, dan mendapatkan apresiasi langsung dari jajaran direksi karena efisiensi operasional yang meningkat drastis. Lingkungan yang saling mendukung seperti inilah yang membuat saya mampu memberikan kontribusi teknis terbaik.",95,95,90,90,95,95,5,,False,none,93.25,0.9325,Strong,0,0,1,1,1,134
AQD-3268ED,Information & Technology,Data & AI,AI Engineer,Self-Awareness & Growth Mindset,"Kalau nanti kamu mulai bekerja di sini, menurutmu apa tantangan terbesar yang bakal kamu hadapi di 3 bulan pertamamu?","Menurut saya, tantangan terbesar bagi seorang AI Engineer di tiga bulan pertama adalah bagaimana mengintegrasikan model machine learning ke dalam sistem produksi yang sudah ada. Berdasarkan teori yang saya pelajari, proses ini memerlukan pemahaman mendalam tentang siklus hidup pengembangan perangkat lunak atau SDLC, serta bagaimana menjaga model agar tetap relevan melalui proses retraining. Selain itu, sinkronisasi antara pipeline data dan model arsitektur sangat krusial agar tidak terjadi data drift atau concept drift yang bisa menurunkan akurasi sistem. Saya rasa dengan mengacu pada prinsip-prinsip dasar AI dan metodologi pengembangan yang terstruktur, tantangan teknis dalam optimasi model ini seharusnya dapat diselesaikan dengan pendekatan akademis yang benar.",40,20,20,50,60,30,1,context_missing;contribution_unclear;star_structure_missing;impact_missing;measurable_result_missing,True,context,34.5,0.345,Weak,0,0,0,0,0,104
